good_sentence,bad_sentence,suite,good_cond,bad_cond,syntaxgym_id,item_id
"Since the nurse lost her documents, she administered the wrong medicine.","The nurse lost her documents, she administered the wrong medicine.",subordination,sub_matrix,no-sub_matrix,8,850
The scientist broke the computer.,Because the scientist broke the computer.,subordination,no-sub_no-matrix,sub_no-matrix,9,851
"Because the scientist broke the computer, the administrator wrote everything by hand.","The scientist broke the computer, the administrator wrote everything by hand.",subordination,sub_matrix,no-sub_matrix,9,852
The minister praised the new building.,After the minister praised the new building.,subordination,no-sub_no-matrix,sub_no-matrix,10,853
"After the minister praised the new building, it started to rain.","The minister praised the new building, it started to rain.",subordination,sub_matrix,no-sub_matrix,10,854
The architect read the plans.,Because the architect read the plans.,subordination,no-sub_no-matrix,sub_no-matrix,11,855
"Because the architect read the plans, the house was built correctly.","The architect read the plans, the house was built correctly.",subordination,sub_matrix,no-sub_matrix,11,856
The actor delivered the speech.,Before the actor delivered the speech.,subordination,no-sub_no-matrix,sub_no-matrix,12,857
"Before the actor delivered the speech, she took a deep breath.","The actor delivered the speech, she took a deep breath.",subordination,sub_matrix,no-sub_matrix,12,858
The pianist practiced the music.,While the pianist practiced the music.,subordination,no-sub_no-matrix,sub_no-matrix,13,859
"While the pianist practiced the music, the conductor stretched his arms.","The pianist practiced the music, the conductor stretched his arms.",subordination,sub_matrix,no-sub_matrix,13,860
The students enjoyed the novel.,Although the students enjoyed the novel.,subordination,no-sub_no-matrix,sub_no-matrix,14,861
"Although the students enjoyed the novel, the teacher considered it poorly written.","The students enjoyed the novel, the teacher considered it poorly written.",subordination,sub_matrix,no-sub_matrix,14,862
The maid read the magazine.,While the maid read the magazine.,subordination,no-sub_no-matrix,sub_no-matrix,15,863
"While the maid read the magazine, the customer waited at her table.","The maid read the magazine, the customer waited at her table.",subordination,sub_matrix,no-sub_matrix,15,864
The assistant wrote the letter.,Before the assistant wrote the letter.,subordination,no-sub_no-matrix,sub_no-matrix,16,865
"Before the assistant wrote the letter, she had a cup of coffee.","The assistant wrote the letter, she had a cup of coffee.",subordination,sub_matrix,no-sub_matrix,16,866
The diplomat presented the file.,After the diplomat presented the file.,subordination,no-sub_no-matrix,sub_no-matrix,17,867
"After the diplomat presented the file, the ambassador gave a speech.","The diplomat presented the file, the ambassador gave a speech.",subordination,sub_matrix,no-sub_matrix,17,868
The officials reviewed the contract.,While the officials reviewed the contract.,subordination,no-sub_no-matrix,sub_no-matrix,18,869
"While the officials reviewed the contract, the players waited nervously.","The officials reviewed the contract, the players waited nervously.",subordination,sub_matrix,no-sub_matrix,18,870
The clerk lost the plans.,Because the clerk lost the plans.,subordination,no-sub_no-matrix,sub_no-matrix,19,871
"Because the clerk lost the plans, the detective looked elsewhere.","The clerk lost the plans, the detective looked elsewhere.",subordination,sub_matrix,no-sub_matrix,19,872
The tourists read the guide.,While the tourists read the guide.,subordination,no-sub_no-matrix,sub_no-matrix,20,873
"While the tourists read the guide, the children played in the sand.","The tourists read the guide, the children played in the sand.",subordination,sub_matrix,no-sub_matrix,20,874
The politicians passed the new law.,When the politicians passed the new law.,subordination,no-sub_no-matrix,sub_no-matrix,21,875
"When the politicians passed the new law, the protestors blocked traffic outside.","The politicians passed the new law, the protestors blocked traffic outside.",subordination,sub_matrix,no-sub_matrix,21,876
The police found new evidence.,When the police found new evidence.,subordination,no-sub_no-matrix,sub_no-matrix,22,877
"When the police found new evidence, the judge declared a mistrial.","The police found new evidence, the judge declared a mistrial.",subordination,sub_matrix,no-sub_matrix,22,878
The students handed in their papers.,Before the students handed in their papers.,subordination,no-sub_no-matrix,sub_no-matrix,23,879
"Before the students handed in their papers, they revised them all night long.","The students handed in their papers, they revised them all night long.",subordination,sub_matrix,no-sub_matrix,23,880
The doctor who the administrator had recently hired studied the book that colleagues had written on cancer therapy.,As the doctor who the administrator had recently hired studied the book that colleagues had written on cancer therapy.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,1,881
"As the doctor who the administrator had recently hired studied the book that colleagues had written on cancer therapy, the nurse walked into the room.","The doctor who the administrator had recently hired studied the book that colleagues had written on cancer therapy, the nurse walked into the room.",subordination_orc-orc,sub_matrix,no-sub_matrix,1,882
The man who a friend had helped shot the bird that he had been tracking secretly.,After the man who a friend had helped shot the bird that he had been tracking secretly.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,2,883
"After the man who a friend had helped shot the bird that he had been tracking secretly, he loaded his gun.","The man who a friend had helped shot the bird that he had been tracking secretly, he loaded his gun.",subordination_orc-orc,sub_matrix,no-sub_matrix,2,884
The students who the teacher had in her class did not like the material that the teacher used to cover evolution.,Because the students who the teacher had in her class did not like the material that the teacher used to cover evolution.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,3,885
"Because the students who the teacher had in her class did not like the material that the teacher used to cover evolution, they complained to the principal.","The students who the teacher had in her class did not like the material that the teacher used to cover evolution, they complained to the principal.",subordination_orc-orc,sub_matrix,no-sub_matrix,3,886
The general who the officer had given a uniform entered the camp that the colonel constructed two years ago.,When the general who the officer had given a uniform entered the camp that the colonel constructed two years ago.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,4,887
"When the general who the officer had given a uniform entered the camp that the colonel constructed two years ago, the soldiers cheered.","The general who the officer had given a uniform entered the camp that the colonel constructed two years ago, the soldiers cheered.",subordination_orc-orc,sub_matrix,no-sub_matrix,4,888
The trainer who the dog feared delivered the newspaper that the resident had ordered.,After the trainer who the dog feared delivered the newspaper that the resident had ordered.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,5,889
"After the trainer who the dog feared delivered the newspaper that the resident had ordered, the dog looked at the door.","The trainer who the dog feared delivered the newspaper that the resident had ordered, the dog looked at the door.",subordination_orc-orc,sub_matrix,no-sub_matrix,5,890
The lawyers who the client had hired printed the documents that the client never requested.,While the lawyers who the client had hired printed the documents that the client never requested.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,6,891
"While the lawyers who the client had hired printed the documents that the client never requested, the aids made coffee.","The lawyers who the client had hired printed the documents that the client never requested, the aids made coffee.",subordination_orc-orc,sub_matrix,no-sub_matrix,6,892
The editor who the author knew well liked the draft that the celebrity had written.,Because the editor who the author knew well liked the draft that the celebrity had written.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,7,893
"Because the editor who the author knew well liked the draft that the celebrity had written, he published it the next month.","The editor who the author knew well liked the draft that the celebrity had written, he published it the next month.",subordination_orc-orc,sub_matrix,no-sub_matrix,7,894
The nurse who the doctor had met only once lost her documents that she had bought from an expensive store.,Since the nurse who the doctor had met only once lost her documents that she had bought from an expensive store.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,8,895
"Since the nurse who the doctor had met only once lost her documents that she had bought from an expensive store, she administered the wrong medicine.","The nurse who the doctor had met only once lost her documents that she had bought from an expensive store, she administered the wrong medicine.",subordination_orc-orc,sub_matrix,no-sub_matrix,8,896
The scientist who the contractor had recommended broke the computer that the administrator moved to the basement.,Because the scientist who the contractor had recommended broke the computer that the administrator moved to the basement.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,9,897
"Because the scientist who the contractor had recommended broke the computer that the administrator moved to the basement, the administrator wrote everything by hand.","The scientist who the contractor had recommended broke the computer that the administrator moved to the basement, the administrator wrote everything by hand.",subordination_orc-orc,sub_matrix,no-sub_matrix,9,898
The minister who the mayor had invited praised the new building that the businessman had built downtown.,After the minister who the mayor had invited praised the new building that the businessman had built downtown.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,10,899
"After the minister who the mayor had invited praised the new building that the businessman had built downtown, it started to rain.","The minister who the mayor had invited praised the new building that the businessman had built downtown, it started to rain.",subordination_orc-orc,sub_matrix,no-sub_matrix,10,900
The architect who the mayor respected very much read the proposal that the housing authority drafted.,Because the architect who the mayor respected very much read the proposal that the housing authority drafted.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,11,901
"Because the architect who the mayor respected very much read the proposal that the housing authority drafted, the house was built correctly.","The architect who the mayor respected very much read the proposal that the housing authority drafted, the house was built correctly.",subordination_orc-orc,sub_matrix,no-sub_matrix,11,902
The actor who the director praised openly delivered the speech that the author had written yesterday.,Before the actor who the director praised openly delivered the speech that the author had written yesterday.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,12,903
"Before the actor who the director praised openly delivered the speech that the author had written yesterday, she took a deep breath.","The actor who the director praised openly delivered the speech that the author had written yesterday, she took a deep breath.",subordination_orc-orc,sub_matrix,no-sub_matrix,12,904
The pianist who the critic did not like practiced the music that the composer had written.,While the pianist who the critic did not like practiced the music that the composer had written.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,13,905
"While the pianist who the critic did not like practiced the music that the composer had written, the conductor stretched his arms.","The pianist who the critic did not like practiced the music that the composer had written, the conductor stretched his arms.",subordination_orc-orc,sub_matrix,no-sub_matrix,13,906
The students who the principle had disciplined enjoyed the novel that the school administrator had written.,Although the students who the principle had disciplined enjoyed the novel that the school administrator had written.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,14,907
"Although the students who the principle had disciplined enjoyed the novel that the school administrator had written, the teacher considered it poorly written.","The students who the principle had disciplined enjoyed the novel that the school administrator had written, the teacher considered it poorly written.",subordination_orc-orc,sub_matrix,no-sub_matrix,14,908
The maid who the chef had yelled at read the magazine that the shift manager left behind.,While the maid who the chef had yelled at read the magazine that the shift manager left behind.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,15,909
"While the maid who the chef had yelled at read the magazine that the shift manager left behind, the customer waited at her table.","The maid who the chef had yelled at read the magazine that the shift manager left behind, the customer waited at her table.",subordination_orc-orc,sub_matrix,no-sub_matrix,15,910
The assistant who the boss moved down the hall wrote the letter that the lawyer threw away.,Before the assistant who the boss moved down the hall wrote the letter that the lawyer threw away.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,16,911
"Before the assistant who the boss moved down the hall wrote the letter that the lawyer threw away, she had a cup of coffee.","The assistant who the boss moved down the hall wrote the letter that the lawyer threw away, she had a cup of coffee.",subordination_orc-orc,sub_matrix,no-sub_matrix,16,912
The diplomat who the spy had contacted repeatedly presented the file that the assistant had written.,After the diplomat who the spy had contacted repeatedly presented the file that the assistant had written.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,17,913
"After the diplomat who the spy had contacted repeatedly presented the file that the assistant had written, the ambassador gave a speech.","The diplomat who the spy had contacted repeatedly presented the file that the assistant had written, the ambassador gave a speech.",subordination_orc-orc,sub_matrix,no-sub_matrix,17,914
The officials who the coaches had bribed handsomely reviewed the contract that the lawyers had written.,While the officials who the coaches had bribed handsomely reviewed the contract that the lawyers had written.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,18,915
"While the officials who the coaches had bribed handsomely reviewed the contract that the lawyers had written, the players waited nervously.","The officials who the coaches had bribed handsomely reviewed the contract that the lawyers had written, the players waited nervously.",subordination_orc-orc,sub_matrix,no-sub_matrix,18,916
The clerk who the citizens liked greatly lost the plans that the city planners had drafted.,Because the clerk who the citizens liked greatly lost the plans that the city planners had drafted.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,19,917
"Because the clerk who the citizens liked greatly lost the plans that the city planners had drafted, the detective looked elsewhere.","The clerk who the citizens liked greatly lost the plans that the city planners had drafted, the detective looked elsewhere.",subordination_orc-orc,sub_matrix,no-sub_matrix,19,918
The tourists who the locals found strange read the guide that the maid had given them.,While the tourists who the locals found strange read the guide that the maid had given them.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,20,919
"While the tourists who the locals found strange read the guide that the maid had given them, the children played in the sand.","The tourists who the locals found strange read the guide that the maid had given them, the children played in the sand.",subordination_orc-orc,sub_matrix,no-sub_matrix,20,920
The politicians who the lobbyists trusted passed the new law that all the shop owners strongly opposed.,When the politicians who the lobbyists trusted passed the new law that all the shop owners strongly opposed.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,21,921
"When the politicians who the lobbyists trusted passed the new law that all the shop owners strongly opposed, the protestors walked down the street.","The politicians who the lobbyists trusted passed the new law that all the shop owners strongly opposed, the protestors walked down the street.",subordination_orc-orc,sub_matrix,no-sub_matrix,21,922
The police who the officer had given pistols found new evidence that the suspect had hidden.,When the police who the officer had given pistols found new evidence that the suspect had hidden.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,22,923
"When the police who the officer had given pistols found new evidence that the suspect had hidden, the judge declared a mistrial.","The police who the officer had given pistols found new evidence that the suspect had hidden, the judge declared a mistrial.",subordination_orc-orc,sub_matrix,no-sub_matrix,22,924
The students who the committee had praised handed in their papers that the teacher assigned them.,Before the students who the committee had praised handed in their papers that the teacher assigned them.,subordination_orc-orc,no-sub_no-matrix,sub_no-matrix,23,925
"Before the students who the committee had praised handed in their papers that the teacher assigned them, they revised them all night long.","The students who the committee had praised handed in their papers that the teacher assigned them, they revised them all night long.",subordination_orc-orc,sub_matrix,no-sub_matrix,23,926
The doctor in a long white lab jacket studied the book about several recent advances in cancer therapy.,As the doctor in a long white lab jacket studied the book about several recent advances in cancer therapy.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,1,927
"As the doctor in a long white lab jacket studied the book about several recent advances in cancer therapy, the nurse walked into the room.","The doctor in a long white lab jacket studied the book about several recent advances in cancer therapy, the nurse walked into the room.",subordination_pp-pp,sub_matrix,no-sub_matrix,1,928
The man with a very expensive gun shot the bird on the run for its life.,After the man with a very expensive gun shot the bird on the run for its life.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,2,929
"After the man with a very expensive gun shot the bird on the run for its life, he loaded his gun.","The man with a very expensive gun shot the bird on the run for its life, he loaded his gun.",subordination_pp-pp,sub_matrix,no-sub_matrix,2,930
The students in the teacher 's third grade class did not like the material on the evolution of the human skeleton.,Because the students in the teacher 's third grade class did not like the material on the evolution of the human skeleton.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,3,931
"Because the students in the teacher 's third grade class did not like the material on the evolution of the human skeleton, they complained to the principal.","The students in the teacher 's third grade class did not like the material on the evolution of the human skeleton, they complained to the principal.",subordination_pp-pp,sub_matrix,no-sub_matrix,3,932
The general in the green uniform and black shoes entered the camp in the middle of the busy camp.,When the general in the green uniform and black shoes entered the camp in the middle of the busy camp.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,4,933
"When the general in the green uniform and black shoes entered the camp in the middle of the busy camp, the soldiers cheered.","The general in the green uniform and black shoes entered the camp in the middle of the busy camp, the soldiers cheered.",subordination_pp-pp,sub_matrix,no-sub_matrix,4,934
The delivery man with the friendly face delivered the newspaper from a city far away.,After the delivery man with the friendly face delivered the newspaper from a city far away.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,5,935
"After the delivery man with the friendly face delivered the newspaper from a city far away, the dog looked at the door.","The delivery man with the friendly face delivered the newspaper from a city far away, the dog looked at the door.",subordination_pp-pp,sub_matrix,no-sub_matrix,5,936
The lawyers from the city up north printed the documents on very expensive recycled paper.,While the lawyers from the city up north printed the documents on very expensive recycled paper.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,6,937
"While the lawyers from the city up north printed the documents on very expensive recycled paper, the aids made coffee.","The lawyers from the city up north printed the documents on very expensive recycled paper, the aids made coffee.",subordination_pp-pp,sub_matrix,no-sub_matrix,6,938
The editor with higher standards than anyone liked the draft about the failed local politicians.,Because the editor with higher standards than anyone liked the draft about the failed local politicians.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,7,939
"Because the editor with higher standards than anyone liked the draft about the failed local politicians, he published it the next month.","The editor with higher standards than anyone liked the draft about the failed local politicians, he published it the next month.",subordination_pp-pp,sub_matrix,no-sub_matrix,7,940
The nurse from the neighboring hospital down the street lost her documents from the expensive jewelry store down the street.,Since the nurse from the neighboring hospital down the street lost her documents from the expensive jewelry store down the street.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,8,941
"Since the nurse from the neighboring hospital down the street lost her documents from the expensive jewelry store down the street, she administered the wrong medicine.","The nurse from the neighboring hospital down the street lost her documents from the expensive jewelry store down the street, she administered the wrong medicine.",subordination_pp-pp,sub_matrix,no-sub_matrix,8,942
The scientist in blue pants and gloves broke the computer in the basement of the office building.,Because the scientist in blue pants and gloves broke the computer in the basement of the office building.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,9,943
"Because the scientist in blue pants and gloves broke the computer in the basement of the office building, the administrator wrote everything by hand.","The scientist in blue pants and gloves broke the computer in the basement of the office building, the administrator wrote everything by hand.",subordination_pp-pp,sub_matrix,no-sub_matrix,9,944
The minister in the dark suit and white tie praised the new building on the town 's main square.,After the minister in the dark suit and white tie praised the new building on the town 's main square.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,10,945
"After the minister in the dark suit and white tie praised the new building on the town 's main square, it started to rain.","The minister in the dark suit and white tie praised the new building on the town 's main square, it started to rain.",subordination_pp-pp,sub_matrix,no-sub_matrix,10,946
The architect from the rival firm across town read the plans from the local housing authority.,Because the architect from the rival firm across town read the plans from the local housing authority.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,11,947
"Because the architect from the rival firm across town read the plans from the local housing authority, the house was built correctly.","The architect from the rival firm across town read the plans from the local housing authority, the house was built correctly.",subordination_pp-pp,sub_matrix,no-sub_matrix,11,948
The actor with the loud singing voice delivered the speech on the true meaning of life.,Before the actor with the loud singing voice delivered the speech on the true meaning of life.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,12,949
"Before the actor with the loud singing voice delivered the speech on the true meaning of life, she took a deep breath.","The actor with the loud singing voice delivered the speech on the true meaning of life, she took a deep breath.",subordination_pp-pp,sub_matrix,no-sub_matrix,12,950
The pianist with the long fingers practiced the music with a difficult time signature.,While the pianist with the long fingers practiced the music with a difficult time signature.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,13,951
"While the pianist with the long fingers practiced the music with a difficult time signature, the conductor stretched his arms.","The pianist with the long fingers practiced the music with a difficult time signature, the conductor stretched his arms.",subordination_pp-pp,sub_matrix,no-sub_matrix,13,952
The students in the third year class enjoyed the novel about life during the civil war.,Although the students in the third year class enjoyed the novel about life during the civil war.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,14,953
"Although the students in the third year class enjoyed the novel about life during the civil war, the teacher considered it poorly written.","The students in the third year class enjoyed the novel about life during the civil war, the teacher considered it poorly written.",subordination_pp-pp,sub_matrix,no-sub_matrix,14,954
The maid with an abrasive and negative attitude read the magazine on home repair and backyard maintenance.,While the maid with an abrasive and negative attitude read the magazine on home repair and backyard maintenance.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,15,955
"While the maid with an abrasive and negative attitude read the magazine on home repair and backyard maintenance, the customer waited at her table.","The maid with an abrasive and negative attitude read the magazine on home repair and backyard maintenance, the customer waited at her table.",subordination_pp-pp,sub_matrix,no-sub_matrix,15,956
The assistant from the crowded office down the hall  wrote the letter about potential corruption and bribery.,Before the assistant from the crowded office down the hall  wrote the letter about potential corruption and bribery.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,16,957
"Before the assistant from the crowded office down the hall  wrote the letter about potential corruption and bribery, she had a cup of coffee.","The assistant from the crowded office down the hall  wrote the letter about potential corruption and bribery, she had a cup of coffee.",subordination_pp-pp,sub_matrix,no-sub_matrix,16,958
The diplomat from the friendly country in Africa presented the file on international peace and cooperation.,After the diplomat from the friendly country in Africa presented the file on international peace and cooperation.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,17,959
"After the diplomat from the friendly country in Africa presented the file on international peace and cooperation, the ambassador gave a speech.","The diplomat from the friendly country in Africa presented the file on international peace and cooperation, the ambassador gave a speech.",subordination_pp-pp,sub_matrix,no-sub_matrix,17,960
The officials in dark suits and bright ties reviewed the contract for increased salaries and bonuses.,While the officials in dark suits and bright ties reviewed the contract for increased salaries and bonuses.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,18,961
"While the officials in dark suits and bright ties reviewed the contract for increased salaries and bonuses, the players waited nervously.","The officials in dark suits and bright ties reviewed the contract for increased salaries and bonuses, the players waited nervously.",subordination_pp-pp,sub_matrix,no-sub_matrix,18,962
The clerk in the New England town  lost the plans for the broken water system.,Because the clerk in the New England town  lost the plans for the broken water system.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,19,963
"Because the clerk in the New England town  lost the plans for the broken water system, the detective looked elsewhere.","The clerk in the New England town  lost the plans for the broken water system, the detective looked elsewhere.",subordination_pp-pp,sub_matrix,no-sub_matrix,19,964
The tourists from the village far away read the guide on local customs and religious practices.,While the tourists from the village far away read the guide on local customs and religious practices.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,20,965
"While the tourists from the village far away read the guide on local customs and religious practices, the children played in the sand.","The tourists from the village far away read the guide on local customs and religious practices, the children played in the sand.",subordination_pp-pp,sub_matrix,no-sub_matrix,20,966
The politicians with white hair expensive suits passed the new law on tax reform and student debt.,When the politicians with white hair expensive suits passed the new law on tax reform and student debt.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,21,967
"When the politicians with white hair expensive suits passed the new law on tax reform and student debt, the protestors blocked traffic outside.","The politicians with white hair expensive suits passed the new law on tax reform and student debt, the protestors blocked traffic outside.",subordination_pp-pp,sub_matrix,no-sub_matrix,21,968
The police from the small town in Alabama found new evidence about the alleged art theft.,When the police from the small town in Alabama found new evidence about the alleged art theft.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,22,969
"When the police from the small town in Alabama found new evidence about the alleged art theft, the judge declared a mistrial.","The police from the small town in Alabama found new evidence about the alleged art theft, the judge declared a mistrial.",subordination_pp-pp,sub_matrix,no-sub_matrix,22,970
The students from foreign countries in Europe handed in their papers on the modern art world.,Before the students from foreign countries in Europe handed in their papers on the modern art world.,subordination_pp-pp,no-sub_no-matrix,sub_no-matrix,23,971
"Before the students from foreign countries in Europe handed in their papers on the modern art world, they revised them all night long.","The students from foreign countries in Europe handed in their papers on the modern art world, they revised them all night long.",subordination_pp-pp,sub_matrix,no-sub_matrix,23,972
The doctor who wore a white lab jacket studied the book that described several advances in cancer therapy.,As the doctor who wore a white lab jacket studied the book that described several advances in cancer therapy.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,1,973
"As the doctor who wore a white lab jacket studied the book that described several advances in cancer therapy, the nurse walked into the room.","The doctor who wore a white lab jacket studied the book that described several advances in cancer therapy, the nurse walked into the room.",subordination_src-src,sub_matrix,no-sub_matrix,1,974
The man who was carrying a gun shot the bird that was running away from him.,After the man who was carrying a gun shot the bird that was running away from him.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,2,975
"After the man who was carrying a gun shot the bird that was running away from him, he loaded his gun.","The man who was carrying a gun shot the bird that was running away from him, he loaded his gun.",subordination_src-src,sub_matrix,no-sub_matrix,2,976
The students who were in the teacher 's class did not like the material that covered the evolution of the human skeleton.,Because the students who were in the teacher 's class did not like the material that covered the evolution of the human skeleton.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,3,977
"Because the students who were in the teacher 's class did not like the material that covered the evolution of the human skeleton, they complained to the principal.","The students who were in the teacher 's class did not like the material that covered the evolution of the human skeleton, they complained to the principal.",subordination_src-src,sub_matrix,no-sub_matrix,3,978
The general who wore a green uniform every day entered the camp that stood in the middle of camp.,When the general who wore a green uniform every day entered the camp that stood in the middle of camp.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,4,979
"When the general who wore a green uniform every day entered the camp that stood in the middle of camp, the soldiers cheered.","The general who wore a green uniform every day entered the camp that stood in the middle of camp, the soldiers cheered.",subordination_src-src,sub_matrix,no-sub_matrix,4,980
The delivery man who feared the dog delivered the newspaper that was from another city.,After the delivery man who feared the dog delivered the newspaper that was from another city.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,5,981
"After the delivery man who feared the dog delivered the newspaper that was from another city, the dog looked at the door.","The delivery man who feared the dog delivered the newspaper that was from another city, the dog looked at the door.",subordination_src-src,sub_matrix,no-sub_matrix,5,982
The lawyers who were from the city printed the documents that were allowed in court.,While the lawyers who were from the city printed the documents that were allowed in court.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,6,983
"While the lawyers who were from the city printed the documents that were allowed in court, the aids made coffee.","The lawyers who were from the city printed the documents that were allowed in court, the aids made coffee.",subordination_src-src,sub_matrix,no-sub_matrix,6,984
The editor who had very high standards liked the draft that described many local politicians.,Because the editor who had very high standards liked the draft that described many local politicians.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,7,985
"Because the editor who had very high standards liked the draft that described many local politicians, he published it the next month.","The editor who had very high standards liked the draft that described many local politicians, he published it the next month.",subordination_src-src,sub_matrix,no-sub_matrix,7,986
The nurse who were from the neighboring research hospital lost her documents that were purchased from the expensive jewelry store.,Since the nurse who were from the neighboring research hospital lost her documents that were purchased from the expensive jewelry store.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,8,987
"Since the nurse who were from the neighboring research hospital lost her documents that were purchased from the expensive jewelry store, she administered the wrong medicine.","The nurse who were from the neighboring research hospital lost her documents that were purchased from the expensive jewelry store, she administered the wrong medicine.",subordination_src-src,sub_matrix,no-sub_matrix,8,988
The scientist who was wearing blue pants broke the computer that was housed on the top floor.,Because the scientist who was wearing blue pants broke the computer that was housed on the top floor.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,9,989
"Because the scientist who was wearing blue pants broke the computer that was housed on the top floor, the administrator wrote everything by hand.","The scientist who was wearing blue pants broke the computer that was housed on the top floor, the administrator wrote everything by hand.",subordination_src-src,sub_matrix,no-sub_matrix,9,990
The minister who wore a black suit praised the new building that was built by the square.,After the minister who wore a black suit praised the new building that was built by the square.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,10,991
"After the minister who wore a black suit praised the new building that was built by the square, it started to rain.","The minister who wore a black suit praised the new building that was built by the square, it started to rain.",subordination_src-src,sub_matrix,no-sub_matrix,10,992
The architect who was from the rival firm read the plans that described the building specifications.,Because the architect who was from the rival firm read the plans that described the building specifications.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,11,993
"Because the architect who was from the rival firm read the plans that described the building specifications, the house was built correctly.","The architect who was from the rival firm read the plans that described the building specifications, the house was built correctly.",subordination_src-src,sub_matrix,no-sub_matrix,11,994
The actor who had a loud voice delivered the speech that questioned the meaning of life.,Before the actor who had a loud voice delivered the speech that questioned the meaning of life.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,12,995
"Before the actor who had a loud voice delivered the speech that questioned the meaning of life, she took a deep breath.","The actor who had a loud voice delivered the speech that questioned the meaning of life, she took a deep breath.",subordination_src-src,sub_matrix,no-sub_matrix,12,996
The pianist who had long fingers practiced the music that was written long ago.,While the pianist who had long fingers practiced the music that was written long ago.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,13,997
"While the pianist who had long fingers practiced the music that was written long ago, the conductor stretched his arms.","The pianist who had long fingers practiced the music that was written long ago, the conductor stretched his arms.",subordination_src-src,sub_matrix,no-sub_matrix,13,998
The students who were in seventh grade enjoyed the novel that was about the civil war.,Although the students who were in seventh grade enjoyed the novel that was about the civil war.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,14,999
"Although the students who were in seventh grade enjoyed the novel that was about the civil war, the teacher considered it poorly written.","The students who were in seventh grade enjoyed the novel that was about the civil war, the teacher considered it poorly written.",subordination_src-src,sub_matrix,no-sub_matrix,14,1000
The maid who had an overwhelmingly negative attitude read the magazine that encouraged home repair and restoration.,While the maid who had an overwhelmingly negative attitude read the magazine that encouraged home repair and restoration.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,15,1001
"While the maid who had an overwhelmingly negative attitude read the magazine that encouraged home repair and restoration, the customer waited at her table.","The maid who had an overwhelmingly negative attitude read the magazine that encouraged home repair and restoration, the customer waited at her table.",subordination_src-src,sub_matrix,no-sub_matrix,15,1002
